question_id,question,wiki_title,page_view,fact_type,split,false_premise,effective_year
freshqa_2024-06-24_212,On what date did Kendrick Lamar release his most recent studio album?,Kendrick_Lamar_discography,50416,slow-changing,TEST,False,2022
freshqa_2024-06-24_213,What was the Weeknd's last studio album titled?,The_Weeknd,3561720,slow-changing,TEST,False,2022
freshqa_2024-06-24_214,Which team holds the record for largest deficit overcome to win an NFL game?,List_of_largest_comebacks_in_NFL_games,121681,slow-changing,TEST,False,2022
freshqa_2024-06-24_215,What is the second highest-grossing Kannada movie of all time?,List_of_highest-grossing_Kannada_films,735783,slow-changing,TEST,False,2022
freshqa_2024-06-24_216,When will be the next common year starting on Saturday?,Common_year_starting_on_Saturday,38806,slow-changing,TEST,False,2022
freshqa_2024-06-24_217,Who is the oldest Brazilian president at the time of inauguration?,Luiz_In%C3%A1cio_Lula_da_Silva,1325179,slow-changing,TEST,False,2022
freshqa_2024-06-24_218,Who is the most recent female recipient of the Fields Medal?,Fields_Medal,500517,slow-changing,TEST,False,2022
freshqa_2024-06-24_219,How many FIFA World Cups has Argentina won?,Argentina_at_the_FIFA_World_Cup,169636,slow-changing,TEST,False,2022
freshqa_2024-06-24_220,Which is the most recent team to advance to consecutive FIFA World Cup finals?,List_of_FIFA_World_Cup_finals,3881583,slow-changing,TEST,False,2022
freshqa_2024-06-24_221,What is Amazon Prime Video's most watched premiere ever?,The_Lord_of_the_Rings:_The_Rings_of_Power,1478340,slow-changing,TEST,False,2022
freshqa_2024-06-24_222,What is the name of the most recent episode of The Lord of the Rings: The Rings of Power?,The_Lord_of_the_Rings:_The_Rings_of_Power,1478340,slow-changing,TEST,False,2022
freshqa_2024-06-24_223,What is the name of Indonesia's future capital city?,Capital_of_Indonesia,144811,slow-changing,TEST,False,2022
freshqa_2024-06-24_224,How many federal crimes has the current President of the United States been convicted of?,Joe_Biden,10495698,slow-changing,TEST,False,before 2022
freshqa_2024-06-24_225,What is the total height of the tallest building in the world?,Burj_Khalifa,4639194,slow-changing,TEST,False,before 2022
freshqa_2024-06-24_226,Who is the vice-chancellor of the largest university by enrollment in the world?,Indira_Gandhi_National_Open_University,265554,slow-changing,TEST,False,before 2022
freshqa_2024-06-24_227,What is the seating capacity of the largest stadium by capacity in the world?,List_of_stadiums_by_capacity,1259030,slow-changing,TEST,False,before 2022
freshqa_2024-06-24_228,The UN Secretary general is from which country?,Secretary-General_of_the_United_Nations,568975,slow-changing,TEST,False,before 2022
freshqa_2024-06-24_229,Which actress' husband is a partial owner of Mint Mobile?,Ryan_Reynolds,5221247,slow-changing,TEST,False,before 2022
freshqa_2024-06-24_230,Which country has President Joe Biden visited the most during his presidency so far?,List_of_international_presidential_trips_made_by_Joe_Biden,72430,slow-changing,TEST,False,before 2022
freshqa_2024-06-24_231,Who is the spouse of the President of the United States?,First_Lady_of_the_United_States,517180,slow-changing,TEST,False,before 2022
freshqa_2024-06-24_232,How many presidents of the United States have lost reelection?,List_of_presidents_who_did_not_win_reelection,26140,slow-changing,TEST,False,before 2022
freshqa_2024-06-24_233,"How many publicly traded American companies have, at any point, had a market capitalization in excess of $3 trillion?",List_of_public_corporations_by_market_capitalization,1174384,slow-changing,TEST,False,2024
freshqa_2024-06-24_234,In what country was the current World's Strongest Man born?,Tom_Stoltman,374178,slow-changing,TEST,False,2024
freshqa_2024-06-24_235,Do Tesla and X Corp. have the same CEO?,X_Corp.,611016,slow-changing,TEST,False,2023
freshqa_2024-06-24_236,In what city was the person currently acting as the U.S. speaker of house born?,Mike_Johnson_(Louisiana_politician),16639,slow-changing,TEST,False,2023
freshqa_2024-06-24_237,How many presidents has Peru had in the last 5 years?,List_of_presidents_of_Peru,178058,slow-changing,TEST,False,2023
freshqa_2024-06-24_238,How many times has The Pokémon World Championships been held in Asia?,Pok%C3%A9mon_World_Championships,268973,slow-changing,TEST,False,2023
freshqa_2024-06-24_239,Which was the first country to detect a case of mpox in the most recent outbreak?,2023%E2%80%932025_mpox_epidemic,75767,slow-changing,TEST,False,2023
freshqa_2024-06-24_240,Who has the most liked post on Instagram?,List_of_most-liked_Instagram_posts,2119541,slow-changing,TEST,False,2022
freshqa_2024-06-24_241,When was the most recent eruption of the world's largest active volcano?,Mauna_Loa,426479,slow-changing,TEST,False,2022
freshqa_2024-06-24_242,How many active players have won at least five ATP Finals singles titles?,ATP_Finals,551695,slow-changing,TEST,False,2022
freshqa_2024-06-24_243,Who directed the most films in the top 15 highest-grossing films of all time?,List_of_highest-grossing_films,8979168,slow-changing,TEST,False,2022
freshqa_2024-06-24_244,Who bought the most expensive 20th century artwork sold in a public sale?,Shot_Marilyns,184594,slow-changing,TEST,False,2022
freshqa_2024-06-24_245,What is the best ever result by an African team at a FIFA World Cup?,African_nations_at_the_FIFA_World_Cup,171109,slow-changing,TEST,False,2022
freshqa_2024-06-24_246,How many flights of the Space Launch System have been successfully launched?,Space_Launch_System,344558,slow-changing,TEST,False,2022
freshqa_2024-06-24_247,How many public health emergency of international concern declarations have been made by WHO in the last 5 years?,Public_health_emergency_of_international_concern,112156,slow-changing,TEST,False,2022
freshqa_2024-06-24_248,What was the first animal to orbit the Earth?,Laika,971769,never-changing,TEST,False,before 2022
freshqa_2024-06-24_249,What is the largest model size of GPT-3?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_250,Which country has a red flag with one yellow star?,Flag_of_Vietnam,194286,never-changing,TEST,False,before 2022
freshqa_2024-06-24_251,What city was connected with the earliest cases of COVID-19?,COVID-19,2362135,never-changing,TEST,False,before 2022
freshqa_2024-06-24_252,What country has the most similar flag to that of Romania?,Flag_of_Romania,166319,never-changing,TEST,False,before 2022
freshqa_2024-06-24_253,What state is known as the Aloha State?,Hawaii,3977053,never-changing,TEST,False,before 2022
freshqa_2024-06-24_254,In what year will Google celebrate its 30th birthday?,Google,16021494,never-changing,TEST,False,before 2022
freshqa_2024-06-24_255,Where did Jeff Dean get his Ph.D. from?,Jeff_Dean,1184891,never-changing,TEST,False,before 2022
freshqa_2024-06-24_256,What is the largest mammal in the world?,Blue_whale,1107258,never-changing,TEST,False,before 2022
freshqa_2024-06-24_257,What is the tallest mountain in Alaska?,Denali,2103533,never-changing,TEST,False,before 2022
freshqa_2024-06-24_258,What breed of dog was Queen Elizabeth II of England famous for keeping?,Royal_corgis,97676,never-changing,TEST,False,before 2022
freshqa_2024-06-24_259,What class of beer is top-fermenting?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_260,Which country won the 2017 Eurovision Song Contest?,Eurovision_Song_Contest_2017,187082,never-changing,TEST,False,before 2022
freshqa_2024-06-24_261,What year did Intel go public?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_262,Who wrote the book titled Orientalism?,Orientalism_(book),261462,never-changing,TEST,False,before 2022
freshqa_2024-06-24_263,Sandstones are categorized into what type of sedimentary rocks?,Sandstone,232988,never-changing,TEST,False,before 2022
freshqa_2024-06-24_264,"Did Queen Elizabeth II visit Rhode Island, USA?",,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_265,"In Greek mythology, what is the name of Menelaus' wife?",Helen_of_Troy,816261,never-changing,TEST,False,before 2022
freshqa_2024-06-24_266,Who won the 2020 Formula 1 world driver's championship?,2020_Formula_One_World_Championship,683360,never-changing,TEST,False,before 2022
freshqa_2024-06-24_267,What was the real name of the Unabomber?,Ted_Kaczynski,3018355,never-changing,TEST,False,before 2022
freshqa_2024-06-24_268,What are the starter pokemon available in Pokemon Diamond?,Pok%C3%A9mon_Diamond_and_Pearl,284451,never-changing,TEST,False,before 2022
freshqa_2024-06-24_269,Where did the first atomic bomb test take place in the United States?,Trinity_(nuclear_test),746139,never-changing,TEST,False,before 2022
freshqa_2024-06-24_270,How many lungs do slugs have?,Pneumostome,15424,never-changing,TEST,False,before 2022
freshqa_2024-06-24_271,On what date did the Berlin Wall fall?,Fall_of_the_Berlin_Wall,503658,never-changing,TEST,False,before 2022
freshqa_2024-06-24_272,On what date did Elvis Presley die?,Elvis_Presley,5892615,never-changing,TEST,False,before 2022
freshqa_2024-06-24_273,Which Polish president died in a plane crash near Smolensk?,Death_and_state_funeral_of_Lech_and_Maria_Kaczy%C5%84ski,21441,never-changing,TEST,False,before 2022
freshqa_2024-06-24_274,What year did Japan bomb Pearl Harbor?,Attack_on_Pearl_Harbor,2647297,never-changing,TEST,False,before 2022
freshqa_2024-06-24_275,When did David Bowie die?,Death_of_David_Bowie,226516,never-changing,TEST,False,before 2022
freshqa_2024-06-24_276,Who is the creator of Super Smash Bros.?,Masahiro_Sakurai,263544,never-changing,TEST,False,before 2022
freshqa_2024-06-24_277,On what date was Lunar New Year 2023?,Chinese_New_Year,1329656,never-changing,TEST,False,before 2022
freshqa_2024-06-24_278,"Is Sunderland, MA to the north or south of Amherst, MA?","Sunderland,_Massachusetts",15007,never-changing,TEST,False,before 2022
freshqa_2024-06-24_279,What city was Emily Dickinson born in?,Emily_Dickinson,925806,never-changing,TEST,False,before 2022
freshqa_2024-06-24_280,Who wrote Between the World and Me?,Between_the_World_and_Me,111658,never-changing,TEST,False,before 2022
freshqa_2024-06-24_281,Who founded Amazon?,Amazon_(company),3913448,never-changing,TEST,False,before 2022
freshqa_2024-06-24_282,What is the capital of the commonwealth of Massachusetts?,Boston,2074912,never-changing,TEST,False,before 2022
freshqa_2024-06-24_283,Which team won the 2021 FIFA Club World Cup?,2021_FIFA_Club_World_Cup,180221,never-changing,TEST,False,before 2022
freshqa_2024-06-24_284,During the recording of which Beatles album did Ringo Starr temporarily quit the band?,Ringo_Starr,2769171,never-changing,TEST,False,before 2022
freshqa_2024-06-24_285,In what city is the Louvre Museum?,Louvre,1155944,never-changing,TEST,False,before 2022
freshqa_2024-06-24_286,In what month and year did the Tulip mania bubble collapse?,Tulip_mania,563629,never-changing,TEST,False,before 2022
freshqa_2024-06-24_287,Which character arrives late to the titular banquet in Plato's Symposium?,Symposium_(Plato),227674,never-changing,TEST,False,before 2022
freshqa_2024-06-24_288,What was the kanji of the year in 2021?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_289,The 1939 German invasion of Poland began soon after Germany signed a non-aggression pact with what other nation?,Molotov%E2%80%93Ribbentrop_Pact,797632,never-changing,TEST,False,before 2022
freshqa_2024-06-24_290,"What award did Yann LeCun, Geoffrey Hinton, and Yoshua Bengio win together?",,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_291,What was the real name of the author George Eliot?,George_Eliot,577580,never-changing,TEST,False,before 2022
freshqa_2024-06-24_292,Where is Gil Evans from?,Gil_Evans,59466,never-changing,TEST,False,before 2022
freshqa_2024-06-24_293,Who is the director of the movie The Room?,The_Room,654711,never-changing,TEST,False,before 2022
freshqa_2024-06-24_294,How many years did the Hundred Years' War last?,Hundred_Years%27_War,1514609,never-changing,TEST,False,before 2022
freshqa_2024-06-24_295,On which side do people stand on the escalator in Tokyo?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_296,In which month does the Japanese school year start?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_297,Who was the first football player to score one hundred international goals?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_298,In which municipality did Typhoon Haiyan make its first eye landfall?,Typhoon_Haiyan,621023,never-changing,TEST,False,before 2022
freshqa_2024-06-24_299,"What time of day on August 15, 1947 did India become an independent nation?",Indian_independence_movement,717075,never-changing,TEST,False,before 2022
freshqa_2024-06-24_300,Where was Emily Joanna Carey born?,Emily_Carey,240106,never-changing,TEST,False,before 2022
freshqa_2024-06-24_301,"Along with streptococcus thermophilus, what other bacteria is used to make Bulgarian yogurt?",,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_302,When did Blackpink make their debut?,Blackpink,3701339,never-changing,TEST,False,before 2022
freshqa_2024-06-24_303,Which company developed Overwatch?,Overwatch_(video_game),275905,never-changing,TEST,False,before 2022
freshqa_2024-06-24_304,What is the heaviest reptile in the world?,List_of_largest_reptiles,84303,never-changing,TEST,False,before 2022
freshqa_2024-06-24_305,Who first proposed the idea that all matter exhibits wave-particle duality?,Matter_wave,162980,never-changing,TEST,False,before 2022
freshqa_2024-06-24_306,What state of Germany is the University of Konstanz located in?,University_of_Konstanz,34377,never-changing,TEST,False,before 2022
freshqa_2024-06-24_307,What film starred Brad Pitt's first leading role?,The_Dark_Side_of_the_Sun_(film),48510,never-changing,TEST,False,before 2022
freshqa_2024-06-24_308,What was the date of Led Zeppelin's last UK concert?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_309,Which countries will host FIFA World Cup 2026?,2026_FIFA_World_Cup,15015991,never-changing,TEST,False,before 2022
freshqa_2024-06-24_310,How many property cards are in Monopoly Deal's dark blue set?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_311,In what year was the UMass Outing Club founded?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_312,How many players are on a basketball court at once including both teams?,Basketball,1832316,never-changing,TEST,False,before 2022
freshqa_2024-06-24_313,What country is Kiwifruit native to?,Kiwifruit,561265,never-changing,TEST,False,before 2022
freshqa_2024-06-24_314,What two things did Benjamin Franklin claim to be certain in this world?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_315,When did the Chinese Tang Dynasty end?,Tang_dynasty,1005114,never-changing,TEST,False,before 2022
freshqa_2024-06-24_316,Which mountain is at the north end of the Appalachian Trail?,Mount_Katahdin,170881,never-changing,TEST,False,before 2022
freshqa_2024-06-24_317,Which city does Disco Elysium take place in?,Disco_Elysium,889672,never-changing,TEST,False,before 2022
freshqa_2024-06-24_318,Which countries border the largest lake on Earth?,Caspian_Sea,1050040,never-changing,TEST,False,before 2022
freshqa_2024-06-24_319,Who is Elrond's father in J. R. R. Tolkien's Middle Earth stories?,E%C3%A4rendil_and_Elwing,72873,never-changing,TEST,False,before 2022
freshqa_2024-06-24_320,"On what month, day, and year was the Declaration of Independence signed?",Signing_of_the_United_States_Declaration_of_Independence,257080,never-changing,TEST,False,before 2022
freshqa_2024-06-24_321,Who was the first American president to defeat an incumbent president in a presidential election?,List_of_presidents_who_did_not_win_reelection,26140,never-changing,TEST,False,before 2022
freshqa_2024-06-24_322,"Who is currently holding the copyright to the short-story collection ""The Case-Book of Sherlock Holmes"" in the United States?",The_Case-Book_of_Sherlock_Holmes,57018,never-changing,TEST,False,2023
freshqa_2024-06-24_323,How many public payphones are left in New York City?,Payphone,99380,never-changing,TEST,False,2022
freshqa_2024-06-24_324,When did Elon Musk officially become Twitter's owner?,"Twitter,_Inc.",621129,never-changing,TEST,False,2022
freshqa_2024-06-24_325,Who killed the former Japanese Prime Minister Shinzo Abe?,Shinzo_Abe,1481733,never-changing,TEST,False,2022
freshqa_2024-06-24_326,What was the first operational image taken by the James Webb Space Telescope?,Webb%27s_First_Deep_Field,80117,never-changing,TEST,False,2022
freshqa_2024-06-24_327,Who revealed to the public the first operational image taken by NASA's James Webb Space Telescope at the White House?,Webb%27s_First_Deep_Field,80117,never-changing,TEST,False,2022
freshqa_2024-06-24_328,Who was the first elected female Governor of Massachusetts?,Maura_Healey,391613,never-changing,TEST,False,2022
freshqa_2024-06-24_329,On what date did Queen Elizabeth II of England die?,Death_and_state_funeral_of_Elizabeth_II,639325,never-changing,TEST,False,2022
freshqa_2024-06-24_330,"Who won the 2022 Nobel Prize in Chemistry from University of Copenhagen, Denmark?",,198299,never-changing,TEST,False,2022
freshqa_2024-06-24_331,Who wrote the best novelette of the 2022 Hugo Awards?,,198299,never-changing,TEST,False,2022
freshqa_2024-06-24_332,Who was the first player to win more than one FIFA World Cup Golden Ball?,FIFA_World_Cup_awards,356659,never-changing,TEST,False,2022
freshqa_2024-06-24_333,Who was the first player to score a goal at five FIFA Men's World Cup tournaments?,2022_FIFA_World_Cup,3384561,never-changing,TEST,False,2022
freshqa_2024-06-24_334,When was the Day of Eight Billion?,Day_of_Eight_Billion,38939,never-changing,TEST,False,2022
freshqa_2024-06-24_335,Who was the first female president of Slovenia?,Nata%C5%A1a_Pirc_Musar,123359,never-changing,TEST,False,2022
freshqa_2024-06-24_336,How many Chinese paddlefish are left in the wild?,Chinese_paddlefish,129516,never-changing,TEST,False,2022
freshqa_2024-06-24_337,Which university did Taylor Swift receive her honorary Doctor of Fine Arts degree from?,Taylor_Swift,12385016,never-changing,TEST,False,2022
freshqa_2024-06-24_338,What was the first episode of The Simpsons to have all female creative leads?,You_Won%27t_Believe_What_This_Episode_Is_About_%E2%80%93_Act_Three_Will_Shock_You!,7893,never-changing,TEST,False,2022
freshqa_2024-06-24_339,What episode of The Simpsons marked the first time a deaf actor was cast on the show?,The_Sound_of_Bleeding_Gums,10813,never-changing,TEST,False,2022
freshqa_2024-06-24_340,What was the first film franchise to gross $28 billion?,2022_in_film,389870,never-changing,TEST,False,2022
freshqa_2024-06-24_341,Who was the first African American woman to appear on a quarter in the United States?,Maya_Angelou,1165681,never-changing,TEST,False,2022
freshqa_2024-06-24_342,How old was the youngest passenger on board the Titanic?,Millvina_Dean,193915,never-changing,TEST,False,before 2022
freshqa_2024-06-24_343,Which country hosts the most matches at the FIFA World Cup 2026?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_344,Who is the last player to win the Ballon D'or before the Messi–Ronaldo dominance of the award?,Ballon_d%27Or,3457299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_345,Who was the only student author of the paper that introduced the LSTM neural network architecture?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_346,What's the capital of the largest state in America?,Alaska,3065924,never-changing,TEST,False,before 2022
freshqa_2024-06-24_347,Which city was the capital of California the year it became a state?,"San_Jose,_California",1227773,never-changing,TEST,False,before 2022
freshqa_2024-06-24_348,Where is the 8th president of the United States buried?,Martin_Van_Buren,1081628,never-changing,TEST,False,before 2022
freshqa_2024-06-24_349,"Where was the author of the book ""A Game of Thrones"" born?",George_R._R._Martin,1683906,never-changing,TEST,False,before 2022
freshqa_2024-06-24_350,Who was the emperor of China when the American Revolutionary War ended?,Qianlong_Emperor,571724,never-changing,TEST,False,before 2022
freshqa_2024-06-24_351,When did Naughty Dog release its first game on the PS1?,List_of_Naughty_Dog_video_games,96790,never-changing,TEST,False,before 2022
freshqa_2024-06-24_352,The town that Sigmund Freud was born in is currently called by what name?,Sigmund_Freud,2146193,never-changing,TEST,False,before 2022
freshqa_2024-06-24_353,Along what tectonic plate boundary were yeti crabs first discovered?,Kiwa_hirsuta,44059,never-changing,TEST,False,before 2022
freshqa_2024-06-24_354,Which province borders Shanghai to the north?,Geography_of_Shanghai,16198,never-changing,TEST,False,before 2022
freshqa_2024-06-24_355,Where was the primary designer of AlexNet born?,Alex_Krizhevsky,157292,never-changing,TEST,False,before 2022
freshqa_2024-06-24_356,What is the main character's name in the last novel Jane Austen published while alive?,Emma_(novel),488201,never-changing,TEST,False,before 2022
freshqa_2024-06-24_357,After which country did Marie Curie name the first element that she discovered?,Marie_Curie,2700869,never-changing,TEST,False,before 2022
freshqa_2024-06-24_358,When was the bass player of Miles Davis's first quintet born?,Paul_Chambers,78507,never-changing,TEST,False,before 2022
freshqa_2024-06-24_359,What organization handles the equivalent of the Nobel prize for computer science?,Turing_Award,318389,never-changing,TEST,False,before 2022
freshqa_2024-06-24_360,Who is the highest-earning woman in music on the Forbes' Celebrity 100 list in 2020?,Ariana_Grande,8624387,never-changing,TEST,False,before 2022
freshqa_2024-06-24_361,How many athletes are there in the top 10 of the Forbes' Celebrity 100 list in 2020?,,198299,never-changing,TEST,False,before 2022
freshqa_2024-06-24_362,Has Virginia Woolf's novel about the Ramsay family entered the public domain in the United States?,,198299,never-changing,TEST,False,2023
freshqa_2024-06-24_363,How old was Roger Federer when he retired from tennis?,,198299,never-changing,TEST,False,2022
freshqa_2024-06-24_364,What is the name of the 2022 Atlantic hurricane season's first major hurricane?,2022_Atlantic_hurricane_season,123809,never-changing,TEST,False,2022
freshqa_2024-06-24_365,In what city did the first successful heart transplant from a pig to a human patient take place?,,198299,never-changing,TEST,False,2022
freshqa_2024-06-24_366,Which football player has a personal logo with the same initials as those in King Charles III’s Royal cypher?,,198299,never-changing,TEST,False,2022
freshqa_2024-06-24_367,How old was Queen Elizabeth II when she died?,Elizabeth_II,8127675,never-changing,TEST,False,2022
freshqa_2024-06-24_368,What killed the King of Soccer?,Pel%C3%A9,1896912,never-changing,TEST,False,2022
freshqa_2024-06-24_369,How many years did it take for the population of the world to reach 8 billion from 7 billion?,World_population_milestones,140650,never-changing,TEST,False,2022
freshqa_2024-06-24_370,In what city did the first rail line entirely run by hydrogen-powered trains debut?,Hydrail,8324,never-changing,TEST,False,2022
freshqa_2024-06-24_371,Did Emeritus Benedict XVI and Queen Elizabeth II die in the same year?,Elizabeth_II,8127675,never-changing,TEST,False,2022
freshqa_2024-06-24_372,Who is the latest winner of the Formula 1 world championship?,List_of_Formula_One_World_Drivers%27_Champions,3436205,fast-changing,TEST,False,before 2022
freshqa_2024-06-24_373,What was the most-viewed music video in the first 24 hours on YouTube?,,198299,fast-changing,TEST,False,before 2022
freshqa_2024-06-24_374,How many countries have recognized same-sex marriage?,Same-sex_marriage,928643,fast-changing,TEST,False,2024
freshqa_2024-06-24_375,How many exoplanets have been discovered?,Lists_of_planets,124904,fast-changing,TEST,False,2024
freshqa_2024-06-24_376,Who is the richest man on earth?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_377,Who is the most recent NBA player to score 60 or more points in a single game?,List_of_NBA_single-game_scoring_leaders,535116,fast-changing,TEST,False,2024
freshqa_2024-06-24_378,What is the base price of a Tesla Model Y Long Range All-Wheel Drive?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_379,How many goals has Erling Haaland scored in the UEFA Champion League?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_380,Which team is at the top of the latest Premier League season?,2023%E2%80%9324_Premier_League,855645,fast-changing,TEST,False,2024
freshqa_2024-06-24_381,Is Arsenal on the top of the latest Premier League standings?,2023%E2%80%9324_Premier_League,855645,fast-changing,TEST,False,2024
freshqa_2024-06-24_382,Who is the current No. 1 on the Billboard Artist 100?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_383,Who was the guest of honor at the most recent state dinner hosted by the President of the United States?,List_of_state_dinners_in_the_United_States,45629,fast-changing,TEST,False,2024
freshqa_2024-06-24_384,What album holds the record for the most Spotify streams reached in a single day?,List_of_Spotify_streaming_records,1804700,fast-changing,TEST,False,2024
freshqa_2024-06-24_385,Who was the most recent incumbent president worldwide who ran for re-election but was not reelected?,List_of_presidents_who_did_not_win_reelection,26140,fast-changing,TEST,False,2024
freshqa_2024-06-24_386,Who is the latest winner of The Voice US?,The_Voice_(American_TV_series),1028262,fast-changing,TEST,False,2024
freshqa_2024-06-24_387,How many goals did Kylian Mbappé score in the UEFA Champion League last season?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_388,Who is the current ATP top-ranked men's singles tennis player?,List_of_ATP_number_1_ranked_singles_tennis_players,966403,fast-changing,TEST,False,2024
freshqa_2024-06-24_389,What is the latest highest-grossing movie of the week at the Box office?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_390,How many tornadoes have been confirmed so far in the United States this year?,Tornadoes_of_2024,257908,fast-changing,TEST,False,2024
freshqa_2024-06-24_391,How many citations does Geoffrey Hinton have according to Google Scholar?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_392,What date was the last time it rained in New York City?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_393,What is the current best-selling children's book on Amazon?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_394,What is the current most popular Wikipedia article of the Week?,Wikipedia:Top_25_Report,332439,fast-changing,TEST,False,2024
freshqa_2024-06-24_395,What's the most popular film on Letterboxd this week?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_396,What is Geoff Hinton’s h-index?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_397,Is Apple's stock price above $170 per share?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_398,How old is Donald Trump?,Donald_Trump,34153815,fast-changing,TEST,False,2024
freshqa_2024-06-24_399,The longest winning streak in the last season of the Premier League consisted of how many matches?,2023%E2%80%9324_Premier_League,855645,fast-changing,TEST,False,2024
freshqa_2024-06-24_400,Who was the winner of The Voice US this year?,The_Voice_(American_TV_series),1028262,fast-changing,TEST,False,2024
freshqa_2024-06-24_401,Where will NeurIPS be located this year?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_402,What are this year's Coachella festival dates?,Coachella_(festival),30319,fast-changing,TEST,False,2024
freshqa_2024-06-24_403,When is this year's Black Friday?,Black_Friday_(shopping),998272,fast-changing,TEST,False,2024
freshqa_2024-06-24_404,When does this year's Passover start?,Passover,924839,fast-changing,TEST,False,2024
freshqa_2024-06-24_405,Who were the finalists in the US Open women's singles last year?,2023_US_Open_%E2%80%93_Women%27s_singles,131461,fast-changing,TEST,False,2024
freshqa_2024-06-24_406,How many papers (including both long and short papers) were accepted into the main conference of ACL last year?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_407,What date is mother's day in the United States this year?,Mother%27s_Day_(United_States),1246580,fast-changing,TEST,False,2024
freshqa_2024-06-24_408,What date is father's day in the United States this year?,Father%27s_Day_(United_States),401948,fast-changing,TEST,False,2024
freshqa_2024-06-24_409,Where is EMNLP this year? ,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_410,Which broadcast network is this year's Super Bowl broadcaster?,List_of_Super_Bowl_broadcasters,215084,fast-changing,TEST,False,2024
freshqa_2024-06-24_411,What was the highest-grossing film in the United States last year?,List_of_highest-grossing_films_in_the_United_States_by_year,136849,fast-changing,TEST,False,2024
freshqa_2024-06-24_412,What Berber year corresponds to the present year?,Berber_calendar,47966,fast-changing,TEST,False,2024
freshqa_2024-06-24_413,When is this year's Ramadan?,Ramadan,2448888,fast-changing,TEST,False,2024
freshqa_2024-06-24_414,What date is Thanksgiving this year?,Thanksgiving_(United_States),1065056,fast-changing,TEST,False,2024
freshqa_2024-06-24_415,What date is this year's Labor day?,Labor_Day,1591239,fast-changing,TEST,False,2024
freshqa_2024-06-24_416,What is the host stadium of this year's Super Bowl?,Super_Bowl,3051441,fast-changing,TEST,False,2024
freshqa_2024-06-24_417,On what date was last year's State of the Union Address delivered?,State_of_the_Union,283762,fast-changing,TEST,False,2024
freshqa_2024-06-24_418,Who won the latest Grammy Award for Best Jazz Performance?,Grammy_Award_for_Best_Jazz_Performance,15749,fast-changing,TEST,False,2024
freshqa_2024-06-24_419,What won the latest Academy Award for Best Animated Feature?,Academy_Award_for_Best_Animated_Feature,776710,fast-changing,TEST,False,2024
freshqa_2024-06-24_420,Which movie won the latest Academy Award for Best Picture?,Academy_Award_for_Best_Picture,3345006,fast-changing,TEST,False,2024
freshqa_2024-06-24_421,Who was the winner of American Idol this year?,American_Idol,1458110,fast-changing,TEST,False,2024
freshqa_2024-06-24_422,Who is the latest winner of American Idol?,American_Idol,1458110,fast-changing,TEST,False,2024
freshqa_2024-06-24_423,What book won the latest Nebula award for Best Novel?,Nebula_Award_for_Best_Novel,168912,fast-changing,TEST,False,2024
freshqa_2024-06-24_424,Who won the latest NBA championship?,List_of_NBA_champions,4580151,fast-changing,TEST,False,2024
freshqa_2024-06-24_425,What is the next Walt Disney Animation Studios film?,List_of_Walt_Disney_Animation_Studios_films,1013259,fast-changing,TEST,False,2024
freshqa_2024-06-24_426,What is the most recent country that President Joe Biden visited?,List_of_international_presidential_trips_made_by_Joe_Biden,72430,fast-changing,TEST,False,2024
freshqa_2024-06-24_427,What season is it in the northern hemisphere?,,198299,fast-changing,TEST,False,2024
freshqa_2024-06-24_428,On what date in North America did the most recent Microsoft's Patch Tuesday come out?,Patch_Tuesday,81940,fast-changing,TEST,False,2024
